quarter,ticker,company_name,exchange,sector,industry,is_vn30,close_price,quarter_return,return_1m,return_3m,return_6m,rsi14,volatility_63d,volume_avg,trading_value_avg,technical_score,fundamental_score,valuation_score,liquidity_score,risk_score,total_signal_score,signal_class,risk_level,base_total_signal_score,base_signal_class,vn30_return,vnindex_return,relative_strength_vs_vnindex,relative_strength_vs_vn30,relative_strength_score
2024Q3,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,19.6,-7.06,2.51,-7.06,-5.13,71.5,19.15,19858085.75,392366668.42,35,50,50,93.33,83.33,53.08,Neutral,Medium Risk,55.33,Neutral,5.22,2.66,-9.72,-12.28,20
2024Q3,GAS,PV Gas,HOSE,Energy,Gas,1,68.9,3.52,-4.01,3.52,0.17,25.99,17.35,1307501.06,90809437.43,50,50,50,30.0,93.33,52.33,Neutral,Low Risk,51.33,Neutral,5.22,2.66,0.86,-1.7,60
2024Q3,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,34.92,4.21,0.29,4.21,8.18,72.68,42.45,3252840.84,110524884.89,75,50,50,40.0,3.33,51.08,Neutral,High Risk,51.33,Neutral,5.22,2.66,1.55,-1.01,60
2024Q3,SAB,Sabeco,HOSE,Consumer,Beverage,1,50.33,-1.87,0.68,-1.87,4.46,72.75,21.63,785148.22,38331928.87,60,50,50,3.33,73.33,46.83,Weak Signal,Medium Risk,48.33,Weak Signal,5.22,2.66,-4.53,-7.09,40
2024Q3,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,62.88,5.1,-2.77,5.1,1.13,47.69,24.44,1257037.36,79850059.34,50,50,50,16.67,43.33,45.33,Weak Signal,Medium Risk,44.33,Weak Signal,5.22,2.66,2.44,-0.12,60
2024Q3,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,67.97,11.24,1.01,11.24,7.5,40.57,27.98,794160.25,53427161.4,60,50,50,6.67,26.67,46.67,Weak Signal,Medium Risk,44.17,Weak Signal,5.22,2.66,8.58,6.02,80
2024Q3,POW,PV Power,HOSE,Utilities,Power Generation,1,10.83,-9.98,-3.99,-9.98,14.48,52.6,36.26,9246259.98,105486841.17,50,50,50,36.67,6.67,40.67,Weak Signal,High Risk,43.67,Weak Signal,5.22,2.66,-12.64,-15.2,20
2024Q3,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,43.06,9.07,-9.92,9.07,23.13,32.71,33.58,1989541.39,90096873.93,50,50,50,23.33,13.33,45.33,Weak Signal,High Risk,42.33,Weak Signal,5.22,2.66,6.41,3.85,80
2024Q3,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,21.0,1.55,-5.41,1.55,-11.76,36.98,21.92,2619835.03,55581862.11,25,50,50,10.0,70.0,38.75,Weak Signal,Medium Risk,38.5,Weak Signal,5.22,2.66,-1.11,-3.67,40
2024Q3,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,18.45,-12.56,-2.02,-12.56,-25.51,48.54,31.85,10559177.03,198707331.91,15,50,50,63.33,20.0,37.25,Weak Signal,High Risk,38.5,Weak Signal,5.22,2.66,-15.22,-17.78,20
2024Q4,FPT,FPT Corporation,HOSE,Technology,IT Services,1,128.36,12.99,7.24,14.6,13.07,58.77,21.1,3801715.36,447185575.09,90,50,50,96.67,40.0,71.0,Positive Signal,Medium Risk,68.0,Positive Signal,-1.04,-1.97,14.96,14.03,100
2024Q4,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,23.52,0.0,4.21,1.25,4.91,60.91,15.58,12211251.45,279356816.3,90,50,50,73.33,63.33,65.83,Positive Signal,Medium Risk,66.83,Positive Signal,-1.04,-1.97,1.97,1.04,60
2024Q4,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,25.93,3.6,5.45,4.43,17.07,67.24,21.36,6041751.17,148782979.12,100,50,50,56.67,36.67,65.17,Positive Signal,Medium Risk,64.67,Neutral,-1.04,-1.97,5.57,4.64,80
2024Q4,ACB,ACB,HOSE,Banking,Commercial Bank,1,18.57,0.16,2.6,0.38,6.85,60.0,14.63,6784716.65,123740968.74,90,50,50,46.67,73.33,62.83,Neutral,Medium Risk,63.83,Neutral,-1.04,-1.97,2.13,1.2,60
2024Q4,HDB,HDBank,HOSE,Banking,Commercial Bank,1,19.66,9.28,20.47,10.64,29.77,67.55,26.16,8463491.23,147134090.28,100,50,50,53.33,13.33,64.33,Neutral,High Risk,61.83,Neutral,-1.04,-1.97,11.25,10.32,100
2024Q4,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,32.82,1.05,9.91,6.18,4.66,86.87,14.08,2475953.3,76516652.67,85,50,50,30.0,83.33,60.08,Neutral,Low Risk,60.83,Neutral,-1.04,-1.97,3.02,2.09,60
2024Q4,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,16.38,-2.15,3.93,-1.56,10.08,64.77,16.3,9573401.26,154814213.21,75,50,50,63.33,60.0,58.25,Neutral,Medium Risk,60.5,Neutral,-1.04,-1.97,-0.18,-1.11,40
2024Q4,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,63.21,0.93,4.15,0.72,4.65,63.6,14.12,743998.39,45579955.56,90,50,50,20.0,80.0,59.5,Neutral,Low Risk,60.5,Neutral,-1.04,-1.97,2.9,1.97,60
2024Q4,STB,Sacombank,HOSE,Banking,Commercial Bank,1,36.9,10.15,11.48,9.33,23.41,77.78,28.82,11875754.55,406496655.61,75,50,50,90.0,6.67,62.92,Neutral,High Risk,59.17,Neutral,-1.04,-1.97,12.12,11.19,100
2024Q4,HCM,HSC Securities,HOSE,Securities,Brokerage,1,22.33,-5.18,4.79,-3.12,11.65,50.0,26.52,7850788.45,174101672.58,85,50,50,66.67,10.0,56.25,Neutral,High Risk,59.0,Neutral,-1.04,-1.97,-3.21,-4.14,40
2024Q4,TPB,TPBank,HOSE,Banking,Commercial Bank,1,14.78,-2.64,3.43,-4.89,13.17,61.15,21.37,13999182.18,209902831.3,75,50,50,70.0,33.33,56.58,Neutral,Medium Risk,58.83,Neutral,-1.04,-1.97,-0.67,-1.6,40
2024Q4,SAB,Sabeco,HOSE,Consumer,Beverage,1,50.07,-0.52,2.31,1.23,-2.55,48.54,12.55,503431.74,24854301.35,70,50,50,6.67,90.0,53.5,Neutral,Low Risk,53.5,Neutral,-1.04,-1.97,1.45,0.52,60
2024Q4,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,60.56,-0.88,-3.2,-1.51,3.63,21.77,10.02,1425128.85,87382320.69,45,50,50,40.0,96.67,52.92,Neutral,Low Risk,51.67,Neutral,-1.04,-1.97,1.09,0.16,60
2024Q4,VPB,VPBank,HOSE,Banking,Commercial Bank,1,18.36,-3.52,0.0,-4.03,0.77,47.75,15.44,18359541.08,347168896.69,35,50,50,80.0,66.67,51.42,Neutral,Medium Risk,51.67,Neutral,-1.04,-1.97,-1.55,-2.48,40
2024Q4,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,69.69,2.38,6.61,4.15,12.82,78.29,20.29,246349.18,16286832.44,75,50,50,3.33,43.33,49.58,Weak Signal,Medium Risk,49.83,Weak Signal,-1.04,-1.97,4.35,3.42,60
2024Q4,SSI,SSI Securities,HOSE,Securities,Brokerage,1,23.14,-6.32,6.54,-5.44,-3.02,48.35,22.67,12568025.58,290646825.95,35,50,50,76.67,26.67,46.92,Weak Signal,High Risk,47.17,Weak Signal,-1.04,-1.97,-4.35,-5.28,40
2024Q4,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,60.13,-10.04,0.99,-8.0,-6.31,58.57,22.54,7083881.98,440686324.57,25,50,50,93.33,30.0,45.25,Weak Signal,High Risk,47.0,Weak Signal,-1.04,-1.97,-8.07,-9.0,20
2024Q4,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,19.83,-0.35,-0.9,1.74,-7.12,33.6,18.71,18647764.79,372966083.05,15,50,50,86.67,46.67,47.42,Weak Signal,Medium Risk,44.67,Weak Signal,-1.04,-1.97,1.62,0.69,60
2024Q4,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,38.52,-7.93,-1.83,-3.84,4.02,38.01,30.62,11803895.7,483072417.54,15,50,50,100.0,3.33,41.08,Weak Signal,High Risk,42.33,Weak Signal,-1.04,-1.97,-5.96,-6.89,20
2024Q4,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,70.0,-8.62,-3.58,-7.89,-8.85,20.0,18.64,4946427.27,371531517.88,0,50,50,83.33,50.0,39.5,Weak Signal,Medium Risk,40.0,Weak Signal,-1.04,-1.97,-6.65,-7.58,20
2024Q4,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,20.27,-4.16,0.45,-1.98,-2.08,25.64,14.3,1926571.94,39674712.58,20,50,50,16.67,76.67,39.17,Weak Signal,Low Risk,38.67,Weak Signal,-1.04,-1.97,-2.19,-3.12,40
2024Q4,VNM,Vinamilk,HOSE,Consumer,Dairy,1,56.63,-8.85,-0.94,-9.12,-0.42,47.22,13.07,2354152.8,137401164.01,0,50,50,50.0,86.67,38.17,Weak Signal,Low Risk,38.67,Weak Signal,-1.04,-1.97,-6.88,-7.81,20
2024Q4,BID,BIDV,HOSE,Banking,Commercial Bank,1,37.14,-8.57,-2.26,-8.21,-3.93,39.33,15.23,2212945.44,85737016.26,10,50,50,36.67,70.0,37.0,Weak Signal,Medium Risk,38.0,Weak Signal,-1.04,-1.97,-6.6,-7.53,20
2024Q4,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,23.89,-9.06,0.17,-9.16,-7.94,30.42,26.07,5964358.58,149479312.46,10,50,50,60.0,16.67,35.17,Weak Signal,High Risk,36.17,Weak Signal,-1.04,-1.97,-7.09,-8.02,20
2024Q4,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,76.92,-5.04,-2.25,-5.21,-1.18,32.98,12.13,759293.23,60499046.3,0,50,50,26.67,93.33,37.33,Weak Signal,Low Risk,35.83,Weak Signal,-1.04,-1.97,-3.07,-4.0,40
2024Q4,GAS,PV Gas,HOSE,Energy,Gas,1,64.1,-6.71,-1.6,-6.07,-4.3,37.33,8.19,579953.94,38276700.85,0,50,50,13.33,100.0,36.0,Weak Signal,Low Risk,34.5,Risk Alert,-1.04,-1.97,-4.74,-5.67,40
2024Q4,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,16.56,-11.63,-3.94,-8.05,-19.3,37.18,17.21,6224916.94,108572684.22,0,50,50,43.33,53.33,33.83,Risk Alert,Medium Risk,34.33,Risk Alert,-1.04,-1.97,-9.66,-10.59,20
2024Q4,POW,PV Power,HOSE,Utilities,Power Generation,1,9.92,-9.07,-3.22,-6.24,-18.62,38.13,23.85,5511846.26,55825207.72,10,50,50,23.33,23.33,30.33,Risk Alert,High Risk,31.33,Risk Alert,-1.04,-1.97,-7.1,-8.03,20
2024Q4,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,36.28,-15.75,-5.67,-15.55,-14.6,21.38,17.08,869502.09,34664653.48,0,50,50,10.0,56.67,29.17,Risk Alert,Medium Risk,29.67,Risk Alert,-1.04,-1.97,-13.78,-14.71,20
2024Q4,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,29.92,-14.93,-3.51,-13.85,-12.49,30.18,24.15,2445127.89,78803131.17,0,50,50,33.33,20.0,29.0,Risk Alert,High Risk,29.5,Risk Alert,-1.04,-1.97,-12.96,-13.89,20
2025Q1,STB,Sacombank,HOSE,Banking,Commercial Bank,1,38.3,3.51,0.13,10.37,16.95,21.43,20.05,8544967.24,324345787.41,85,50,50,86.67,56.67,65.92,Positive Signal,Medium Risk,66.67,Positive Signal,1.54,2.93,0.58,1.97,60
2025Q1,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,18.09,9.97,4.81,15.96,7.87,34.15,16.64,14549276.66,255190979.75,85,50,50,70.0,76.67,67.42,Positive Signal,Medium Risk,66.17,Positive Signal,1.54,2.93,7.04,8.43,80
2025Q1,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,26.24,12.96,5.38,14.59,14.14,40.7,20.44,12870042.26,321066126.88,85,50,50,83.33,46.67,68.42,Positive Signal,Medium Risk,65.17,Positive Signal,1.54,2.93,10.03,11.42,100
2025Q1,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,49.4,28.25,24.5,27.12,15.53,88.22,21.46,7426089.29,317771142.71,85,50,50,80.0,30.0,66.25,Positive Signal,Medium Risk,63.0,Neutral,1.54,2.93,25.32,26.71,100
2025Q1,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,63.54,4.11,2.55,3.89,3.43,46.22,14.12,2013359.53,127407320.46,85,50,50,40.0,86.67,61.92,Neutral,Low Risk,62.67,Neutral,1.54,2.93,1.18,2.57,60
2025Q1,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,27.76,14.81,5.07,14.47,6.73,36.66,20.17,7624773.72,201505450.14,85,50,50,63.33,50.0,65.75,Positive Signal,Medium Risk,62.5,Neutral,1.54,2.93,11.88,13.27,100
2025Q1,SSI,SSI Securities,HOSE,Securities,Brokerage,1,23.1,0.22,-1.11,0.22,-5.44,36.64,18.93,18697332.59,430734182.94,60,50,50,96.67,60.0,59.5,Neutral,Medium Risk,61.0,Neutral,1.54,2.93,-2.71,-1.32,40
2025Q1,HCM,HSC Securities,HOSE,Securities,Brokerage,1,23.65,6.24,-1.74,7.74,0.3,32.23,20.16,8855393.64,207232273.32,75,50,50,66.67,53.33,60.08,Neutral,Medium Risk,60.33,Neutral,1.54,2.93,3.31,4.7,60
2025Q1,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,18.5,10.71,10.12,12.33,-0.22,64.2,21.54,8904288.78,153946200.76,85,50,50,46.67,26.67,58.92,Neutral,Medium Risk,57.67,Neutral,1.54,2.93,7.78,9.17,80
2025Q1,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,28.43,8.8,-0.11,14.5,13.86,33.74,20.76,6792991.45,187523606.62,75,50,50,53.33,43.33,59.08,Neutral,Medium Risk,57.33,Neutral,1.54,2.93,5.87,7.26,80
2025Q1,ACB,ACB,HOSE,Banking,Commercial Bank,1,18.72,1.57,0.0,4.0,0.0,37.3,11.15,6708082.79,124510905.45,60,50,50,36.67,93.33,53.83,Neutral,Low Risk,55.33,Neutral,1.54,2.93,-1.36,0.03,40
2025Q1,POW,PV Power,HOSE,Utilities,Power Generation,1,10.58,6.65,4.55,6.22,-1.95,65.35,23.27,6387909.14,64964259.98,85,50,50,23.33,20.0,52.75,Neutral,Medium Risk,53.5,Neutral,1.54,2.93,3.72,5.11,60
2025Q1,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,29.0,43.07,40.78,42.86,36.15,90.23,26.93,3518853.78,85530318.45,85,50,50,30.0,10.0,56.75,Neutral,High Risk,53.5,Neutral,1.54,2.93,40.14,41.53,100
2025Q1,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,19.9,-0.95,-4.46,0.2,2.68,25.0,21.28,21081647.6,424873324.83,40,50,50,93.33,36.67,51.67,Neutral,Medium Risk,52.17,Neutral,1.54,2.93,-3.88,-2.49,40
2025Q1,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,58.16,-2.64,1.2,-3.76,-13.62,23.63,22.19,5687796.16,330363343.87,35,50,50,90.0,23.33,46.58,Weak Signal,Medium Risk,48.83,Weak Signal,1.54,2.93,-5.57,-4.18,20
2025Q1,VPB,VPBank,HOSE,Banking,Commercial Bank,1,18.17,-0.82,-1.57,0.28,-3.09,38.8,16.8,15165943.91,279203905.62,25,50,50,76.67,73.33,49.08,Weak Signal,Medium Risk,48.83,Weak Signal,1.54,2.93,-3.75,-2.36,40
2025Q1,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,73.53,5.65,-1.18,10.16,5.48,30.97,25.95,462326.41,34357132.67,75,50,50,6.67,13.33,47.08,Weak Signal,High Risk,47.33,Weak Signal,1.54,2.93,2.72,4.11,60
2025Q1,FPT,FPT Corporation,HOSE,Technology,IT Services,1,101.85,-20.39,-13.75,-19.55,-9.27,24.94,24.45,4948360.86,576441806.51,10,50,50,100.0,16.67,41.17,Weak Signal,High Risk,42.17,Weak Signal,1.54,2.93,-23.32,-21.93,20
2025Q1,VNM,Vinamilk,HOSE,Consumer,Dairy,1,54.13,-3.97,-2.57,-5.02,-13.61,30.41,14.75,3132071.62,172731938.39,10,50,50,50.0,83.33,40.33,Weak Signal,Low Risk,41.33,Weak Signal,1.54,2.93,-6.9,-5.51,20
2025Q1,BID,BIDV,HOSE,Banking,Commercial Bank,1,38.32,1.43,-5.38,1.7,-6.24,18.81,16.92,3308420.38,131388683.84,15,50,50,43.33,70.0,41.25,Weak Signal,Medium Risk,40.5,Weak Signal,1.54,2.93,-1.5,-0.11,40
2025Q1,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,31.94,6.22,-3.01,5.52,-10.18,43.23,27.38,3033592.36,96118879.27,40,50,50,33.33,6.67,41.67,Weak Signal,High Risk,40.17,Weak Signal,1.54,2.93,3.29,4.68,60
2025Q1,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,66.8,-5.65,-1.33,-4.84,-12.22,39.81,21.3,4049232.76,275866051.9,10,50,50,73.33,33.33,38.83,Weak Signal,Medium Risk,39.83,Weak Signal,1.54,2.93,-8.58,-7.19,20
2025Q1,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,38.27,3.68,-9.18,2.88,-13.26,10.63,18.28,1338003.59,53879438.37,25,50,50,20.0,63.33,41.58,Weak Signal,Medium Risk,39.33,Weak Signal,1.54,2.93,0.75,2.14,60
2025Q1,TPB,TPBank,HOSE,Banking,Commercial Bank,1,12.7,-13.55,-14.36,-10.88,-14.07,21.07,20.86,14150251.05,201097069.33,10,50,50,60.0,40.0,37.5,Weak Signal,Medium Risk,38.5,Weak Signal,1.54,2.93,-16.48,-15.09,20
2025Q1,GAS,PV Gas,HOSE,Energy,Gas,1,62.88,-1.9,-1.77,-2.06,-9.73,44.85,10.15,744904.91,47580914.33,10,50,50,16.67,96.67,38.67,Weak Signal,Low Risk,37.67,Weak Signal,1.54,2.93,-4.83,-3.44,40
2025Q1,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,29.64,-7.23,-2.66,-9.3,-8.86,47.15,15.21,2135685.24,64972089.42,10,50,50,26.67,80.0,36.5,Weak Signal,Low Risk,37.5,Weak Signal,1.54,2.93,-10.16,-8.77,20
2025Q1,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,73.07,-4.91,-1.04,-5.95,-9.61,31.49,9.03,563532.02,42344820.41,10,50,50,13.33,100.0,36.5,Weak Signal,Low Risk,37.5,Weak Signal,1.54,2.93,-7.84,-6.45,20
2025Q1,HDB,HDBank,HOSE,Banking,Commercial Bank,1,17.04,-11.94,-4.11,-5.54,-6.27,15.71,29.48,10703614.79,188586417.21,20,50,50,56.67,3.33,35.83,Weak Signal,High Risk,37.33,Weak Signal,1.54,2.93,-14.87,-13.48,20
2025Q1,SAB,Sabeco,HOSE,Consumer,Beverage,1,44.12,-12.04,-5.04,-11.42,-12.81,15.15,12.15,776425.71,36081942.25,10,50,50,10.0,90.0,35.0,Weak Signal,Low Risk,36.0,Weak Signal,1.54,2.93,-14.97,-13.58,20
2025Q1,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,54.11,-14.4,-11.38,-13.78,-14.38,21.08,18.18,549638.86,32638073.97,10,50,50,3.33,66.67,31.67,Risk Alert,Medium Risk,32.67,Risk Alert,1.54,2.93,-17.33,-15.94,20
2025Q2,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,19.37,4.93,5.96,7.97,23.61,78.67,31.74,27458379.36,491812248.24,75,50,50,76.67,93.33,65.58,Positive Signal,Medium Risk,65.83,Positive Signal,7.31,4.46,0.47,-2.38,60
2025Q2,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,32.63,22.35,12.32,23.23,43.68,90.24,37.25,20657533.61,570100036.02,75,50,50,93.33,60.0,68.75,Positive Signal,Medium Risk,65.0,Positive Signal,7.31,4.46,17.89,15.04,100
2025Q2,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,20.27,0.9,5.79,-0.93,2.06,66.25,35.96,29142559.77,555355849.82,75,50,50,90.0,63.33,62.58,Neutral,Medium Risk,64.83,Neutral,7.31,4.46,-3.56,-6.41,40
2025Q2,STB,Sacombank,HOSE,Banking,Commercial Bank,1,46.7,17.63,14.74,22.09,37.96,79.23,39.55,15213031.15,607792443.36,75,50,50,96.67,43.33,67.58,Positive Signal,Medium Risk,63.83,Neutral,7.31,4.46,13.17,10.32,100
2025Q2,VPB,VPBank,HOSE,Banking,Commercial Bank,1,18.18,-0.76,3.06,-1.25,0.55,64.84,33.42,26707866.56,463995765.43,75,50,50,73.33,76.67,59.42,Neutral,Medium Risk,63.67,Neutral,7.31,4.46,-5.22,-8.07,20
2025Q2,ACB,ACB,HOSE,Banking,Commercial Bank,1,18.35,-2.13,0.94,-1.98,2.8,67.05,30.84,11983067.64,211550592.11,75,50,50,43.33,100.0,57.25,Neutral,Medium Risk,61.5,Neutral,7.31,4.46,-6.59,-9.44,20
2025Q2,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,64.57,11.77,5.47,8.45,8.09,75.52,39.82,8795713.36,520412427.63,75,50,50,83.33,40.0,63.25,Neutral,Medium Risk,61.5,Neutral,7.31,4.46,7.31,4.46,80
2025Q2,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,76.8,16.01,23.87,10.66,9.25,94.12,42.6,6133463.93,388498670.98,85,50,50,70.0,26.67,64.42,Neutral,Medium Risk,61.17,Neutral,7.31,4.46,11.55,8.7,100
2025Q2,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,73.86,44.71,-1.16,49.79,90.07,59.36,51.26,8869323.66,530187743.69,80,50,50,86.67,10.0,64.0,Neutral,High Risk,60.5,Neutral,7.31,4.46,40.25,37.4,100
2025Q2,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,28.74,0.14,9.4,0.74,15.93,94.84,34.13,8311477.38,220560252.39,75,50,50,50.0,73.33,57.58,Neutral,Medium Risk,59.83,Neutral,7.31,4.46,-4.32,-7.17,40
2025Q2,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,47.8,60.13,-2.85,67.43,136.05,61.26,57.38,7155925.13,265872728.16,80,50,50,63.33,3.33,59.83,Neutral,High Risk,56.33,Neutral,7.31,4.46,55.67,52.82,100
2025Q2,FPT,FPT Corporation,HOSE,Technology,IT Services,1,100.34,-1.07,2.33,-5.54,-20.26,63.11,38.23,7002747.26,679106610.16,40,50,50,100.0,50.0,52.0,Neutral,Medium Risk,54.5,Neutral,7.31,4.46,-5.53,-8.38,20
2025Q2,GAS,PV Gas,HOSE,Energy,Gas,1,63.82,0.44,4.32,0.89,-1.16,61.28,43.0,1123653.07,67252937.01,85,50,50,20.0,23.33,50.58,Neutral,Medium Risk,53.33,Neutral,7.31,4.46,-4.02,-6.87,40
2025Q2,TPB,TPBank,HOSE,Banking,Commercial Bank,1,12.81,0.87,1.51,0.87,-9.28,66.38,32.4,12899849.15,157420051.96,55,50,50,36.67,86.67,51.92,Neutral,Medium Risk,53.17,Neutral,7.31,4.46,-3.59,-6.44,40
2025Q2,SSI,SSI Securities,HOSE,Securities,Brokerage,1,21.94,-5.19,5.33,-6.08,-5.92,70.0,37.76,24909266.15,520256879.57,40,50,50,80.0,53.33,49.33,Weak Signal,Medium Risk,51.83,Neutral,7.31,4.46,-9.65,-12.5,20
2025Q2,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,56.59,-11.63,1.07,-12.98,-7.88,63.33,32.47,4145227.97,236415173.4,40,50,50,56.67,83.33,48.83,Weak Signal,Medium Risk,51.33,Neutral,7.31,4.46,-16.09,-18.94,20
2025Q2,POW,PV Power,HOSE,Utilities,Power Generation,1,10.74,0.37,-0.83,1.13,6.55,47.83,38.48,9830513.36,102247424.59,65,50,50,26.67,46.67,48.92,Weak Signal,Medium Risk,50.67,Neutral,7.31,4.46,-4.09,-6.94,40
2025Q2,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,23.81,23.24,-10.35,25.45,44.57,23.35,42.17,11997320.2,266022090.82,50,50,50,66.67,30.0,55.5,Neutral,Medium Risk,50.5,Neutral,7.31,4.46,18.78,15.93,100
2025Q2,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,25.91,-8.35,-0.69,-6.66,5.45,53.14,37.35,8302871.08,218936123.2,50,50,50,46.67,56.67,47.17,Weak Signal,Medium Risk,50.17,Neutral,7.31,4.46,-12.81,-15.66,20
2025Q2,BID,BIDV,HOSE,Banking,Commercial Bank,1,35.9,-6.92,0.84,-7.16,-5.43,69.82,31.78,3664391.97,130013726.01,40,50,50,33.33,90.0,46.0,Weak Signal,Medium Risk,48.5,Weak Signal,7.31,4.46,-11.38,-14.23,20
2025Q2,SAB,Sabeco,HOSE,Consumer,Beverage,1,45.08,1.26,2.5,0.83,-8.37,62.17,32.75,1339311.13,58386541.5,55,50,50,10.0,80.0,47.25,Weak Signal,Medium Risk,48.5,Weak Signal,7.31,4.46,-3.2,-6.05,40
2025Q2,VNM,Vinamilk,HOSE,Consumer,Dairy,1,53.65,-1.22,5.65,-1.7,-6.87,70.83,31.55,4528091.75,232058063.44,25,50,50,53.33,96.67,45.92,Weak Signal,Medium Risk,47.67,Weak Signal,7.31,4.46,-5.68,-8.53,20
2025Q2,HDB,HDBank,HOSE,Banking,Commercial Bank,1,16.81,-2.89,0.48,-3.78,-6.82,58.78,35.03,10590926.82,174965222.48,40,50,50,40.0,70.0,45.0,Weak Signal,Medium Risk,47.5,Weak Signal,7.31,4.46,-7.35,-10.2,20
2025Q2,HCM,HSC Securities,HOSE,Securities,Brokerage,1,21.04,-11.89,4.73,-11.04,-5.48,68.35,40.14,11736964.31,237421463.89,40,50,50,60.0,36.67,44.67,Weak Signal,Medium Risk,47.17,Weak Signal,7.31,4.46,-16.35,-19.2,20
2025Q2,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,37.25,-4.46,11.59,-5.98,-1.3,56.92,47.45,1684643.16,59766073.38,50,50,50,13.33,16.67,38.17,Weak Signal,High Risk,41.17,Weak Signal,7.31,4.46,-8.92,-11.77,20
2025Q2,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,29.87,-4.87,5.55,-13.32,-1.94,62.86,54.3,4116075.03,110370096.65,40,50,50,30.0,6.67,37.17,Weak Signal,High Risk,39.67,Weak Signal,7.31,4.46,-9.33,-12.18,20
2025Q2,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,67.77,-7.46,1.27,-8.7,-11.18,44.84,35.31,734264.59,49806749.15,20,50,50,6.67,66.67,34.67,Risk Alert,Medium Risk,36.17,Weak Signal,7.31,4.46,-11.92,-14.77,20
2025Q2,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,26.73,-9.82,0.0,-9.39,-17.98,46.53,41.91,3048858.21,79608595.72,15,50,50,23.33,33.33,32.58,Risk Alert,Medium Risk,33.83,Risk Alert,7.31,4.46,-14.28,-17.13,20
2025Q2,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,53.98,-0.37,0.73,-2.12,-13.81,73.43,50.65,1350194.48,66520168.03,25,50,50,16.67,13.33,34.08,Risk Alert,High Risk,33.83,Risk Alert,7.31,4.46,-4.83,-7.68,40
