quarter,selected_ticker,selected_company,selected_sector,selected_score,selected_signal_class,selected_risk_level,selected_quarter_return,selected_return_3m,peer_ticker,peer_company,peer_score,peer_signal_class,peer_risk_level,peer_quarter_return,peer_return_3m,score_gap,return_gap,opportunity_cost_level
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,7.33,13.44,Moderate Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,-2.75,-6.43,No Clear Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-5.67,-8.31,No Clear Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-6.34,-8.52,No Clear Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-9.42,-11.18,No Clear Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,24.75,17.58,High Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,22.83,11.03,High Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,21.92,25.71,High Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,19.42,10.24,Moderate Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,16.75,24.62,Moderate Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,9.42,11.18,Moderate Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,6.67,4.75,Moderate Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,3.75,2.87,Moderate Opportunity Cost
2023Q4,VCB,Vietcombank,Banking,43.0,Weak Signal,Low Risk,-7.16,-6.94,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,3.08,2.66,Moderate Opportunity Cost
2023Q4,VCI,Vietcap Securities,Securities,60.33,Neutral,High Risk,2.27,9.89,HCM,HSC Securities,65.17,Positive Signal,High Risk,9.99,17.95,4.84,8.06,Moderate Opportunity Cost
2023Q4,VCI,Vietcap Securities,Securities,60.33,Neutral,High Risk,2.27,9.89,SSI,SSI Securities,64.5,Neutral,High Risk,2.2,8.64,4.17,-1.25,Low Opportunity Cost
2023Q4,VHM,Vinhomes,Real Estate,52.17,Neutral,High Risk,-5.58,-1.93,KDH,Khang Dien House,59.67,Neutral,Medium Risk,6.27,9.4,7.5,11.33,Moderate Opportunity Cost
2023Q4,VHM,Vinhomes,Real Estate,52.17,Neutral,High Risk,-5.58,-1.93,VIC,Vingroup,52.75,Neutral,Medium Risk,-4.9,0.22,0.58,2.15,Moderate Opportunity Cost
2023Q4,VHM,Vinhomes,Real Estate,52.17,Neutral,High Risk,-5.58,-1.93,VRE,Vincom Retail,36.5,Weak Signal,High Risk,-13.23,-11.42,-15.67,-9.49,No Clear Opportunity Cost
2023Q4,VIC,Vingroup,Real Estate,52.75,Neutral,Medium Risk,-4.9,0.22,KDH,Khang Dien House,59.67,Neutral,Medium Risk,6.27,9.4,6.92,9.18,Moderate Opportunity Cost
2023Q4,VIC,Vingroup,Real Estate,52.75,Neutral,Medium Risk,-4.9,0.22,VHM,Vinhomes,52.17,Neutral,High Risk,-5.58,-1.93,-0.58,-2.15,No Clear Opportunity Cost
2023Q4,VIC,Vingroup,Real Estate,52.75,Neutral,Medium Risk,-4.9,0.22,VRE,Vincom Retail,36.5,Weak Signal,High Risk,-13.23,-11.42,-16.25,-11.64,No Clear Opportunity Cost
2023Q4,VNM,Vinamilk,Consumer,46.33,Weak Signal,Low Risk,-9.91,-7.97,MSN,Masan Group,43.25,Weak Signal,High Risk,-13.44,-9.46,-3.08,-1.49,No Clear Opportunity Cost
2023Q4,VNM,Vinamilk,Consumer,46.33,Weak Signal,Low Risk,-9.91,-7.97,SAB,Sabeco,26.33,Risk Alert,High Risk,-13.69,-10.38,-20.0,-2.41,No Clear Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,21.0,14.71,High Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,19.08,8.16,Moderate Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,18.17,22.84,Moderate Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,15.67,7.37,Moderate Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,13.0,21.75,Moderate Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,5.67,8.31,Moderate Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,2.92,1.88,Low Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-0.67,-0.21,No Clear Opportunity Cost
2023Q4,VPB,VPBank,Banking,46.75,Weak Signal,Medium Risk,-7.58,-4.07,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-3.75,-2.87,No Clear Opportunity Cost
2023Q4,VRE,Vincom Retail,Real Estate,36.5,Weak Signal,High Risk,-13.23,-11.42,KDH,Khang Dien House,59.67,Neutral,Medium Risk,6.27,9.4,23.17,20.82,High Opportunity Cost
2023Q4,VRE,Vincom Retail,Real Estate,36.5,Weak Signal,High Risk,-13.23,-11.42,VIC,Vingroup,52.75,Neutral,Medium Risk,-4.9,0.22,16.25,11.64,Moderate Opportunity Cost
2023Q4,VRE,Vincom Retail,Real Estate,36.5,Weak Signal,High Risk,-13.23,-11.42,VHM,Vinhomes,52.17,Neutral,High Risk,-5.58,-1.93,15.67,9.49,Moderate Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,6.42,-7.12,Low Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,4.42,16.01,Moderate Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,-0.83,10.11,Moderate Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,-2.17,3.77,Moderate Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,-3.33,-6.01,No Clear Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,-3.92,31.6,Moderate Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-4.25,-15.24,No Clear Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-7.67,-9.97,No Clear Opportunity Cost
2024Q1,ACB,ACB,Banking,63.5,Neutral,Medium Risk,16.58,22.03,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-9.0,-1.44,No Clear Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,15.42,-5.68,Moderate Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,13.42,17.45,Moderate Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,9.0,1.44,Low Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,8.17,11.55,Moderate Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,6.83,5.21,Moderate Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,5.67,-4.57,Low Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,5.08,33.04,Moderate Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,4.75,-13.8,Low Opportunity Cost
2024Q1,BID,BIDV,Banking,54.5,Neutral,Medium Risk,21.17,20.59,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,1.33,-8.53,Low Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,7.25,-17.23,Low Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,5.25,5.9,Moderate Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,0.83,-10.11,Low Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,-1.34,-6.34,No Clear Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,-2.5,-16.12,No Clear Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,-3.09,21.49,Moderate Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-3.42,-25.35,No Clear Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-6.84,-20.08,No Clear Opportunity Cost
2024Q1,CTG,VietinBank,Banking,62.67,Neutral,Medium Risk,30.65,32.14,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-8.17,-11.55,No Clear Opportunity Cost
2024Q1,GAS,PV Gas,Energy,55.25,Neutral,Low Risk,6.08,4.84,PLX,Petrolimex,55.83,Neutral,Medium Risk,7.96,7.62,0.58,2.78,Moderate Opportunity Cost
2024Q1,HCM,HSC Securities,Securities,63.0,Neutral,High Risk,19.42,29.51,SSI,SSI Securities,72.83,Positive Signal,Medium Risk,18.46,18.3,9.83,-11.21,Low Opportunity Cost
2024Q1,HCM,HSC Securities,Securities,63.0,Neutral,High Risk,19.42,29.51,VCI,Vietcap Securities,65.83,Positive Signal,High Risk,27.19,30.45,2.83,0.94,Low Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,8.59,-10.89,Low Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,6.59,12.24,Moderate Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,2.17,-3.77,Low Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,1.34,6.34,Moderate Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,-1.16,-9.78,No Clear Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,-1.75,27.83,Moderate Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-2.08,-19.01,No Clear Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-5.5,-13.74,No Clear Opportunity Cost
2024Q1,HDB,HDBank,Banking,61.33,Neutral,Medium Risk,21.09,25.8,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-6.83,-5.21,No Clear Opportunity Cost
2024Q1,KDH,Khang Dien House,Real Estate,62.0,Neutral,Medium Risk,22.51,24.76,VHM,Vinhomes,52.92,Neutral,Medium Risk,-0.36,3.98,-9.08,-20.78,No Clear Opportunity Cost
2024Q1,KDH,Khang Dien House,Real Estate,62.0,Neutral,Medium Risk,22.51,24.76,VRE,Vincom Retail,49.42,Weak Signal,High Risk,11.92,10.49,-12.58,-14.27,No Clear Opportunity Cost
2024Q1,KDH,Khang Dien House,Real Estate,62.0,Neutral,Medium Risk,22.51,24.76,VIC,Vingroup,45.58,Weak Signal,Medium Risk,8.27,9.77,-16.42,-14.99,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,2.0,-23.13,Low Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,-4.42,-16.01,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,-5.25,-5.9,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,-6.59,-12.24,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,-7.75,-22.02,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,-8.34,15.59,Moderate Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-8.67,-31.25,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-12.09,-25.98,No Clear Opportunity Cost
2024Q1,MBB,Military Bank,Banking,67.92,Positive Signal,Medium Risk,34.72,38.04,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-13.42,-17.45,No Clear Opportunity Cost
2024Q1,MSN,Masan Group,Consumer,55.17,Neutral,High Risk,8.48,11.75,VNM,Vinamilk,48.42,Weak Signal,Low Risk,0.26,1.6,-6.75,-10.15,No Clear Opportunity Cost
2024Q1,MSN,Masan Group,Consumer,55.17,Neutral,High Risk,8.48,11.75,SAB,Sabeco,34.17,Risk Alert,Medium Risk,-8.54,-6.33,-21.0,-18.08,No Clear Opportunity Cost
2024Q1,MWG,Mobile World,Retail,63.75,Neutral,High Risk,20.38,19.83,PNJ,Phu Nhuan Jewelry,61.83,Neutral,Medium Risk,15.7,17.75,-1.92,-2.08,No Clear Opportunity Cost
2024Q1,PLX,Petrolimex,Energy,55.83,Neutral,Medium Risk,7.96,7.62,GAS,PV Gas,55.25,Neutral,Low Risk,6.08,4.84,-0.58,-2.78,No Clear Opportunity Cost
2024Q1,PNJ,Phu Nhuan Jewelry,Retail,61.83,Neutral,Medium Risk,15.7,17.75,MWG,Mobile World,63.75,Neutral,High Risk,20.38,19.83,1.92,2.08,Moderate Opportunity Cost
2024Q1,SAB,Sabeco,Consumer,34.17,Risk Alert,Medium Risk,-8.54,-6.33,MSN,Masan Group,55.17,Neutral,High Risk,8.48,11.75,21.0,18.08,High Opportunity Cost
2024Q1,SAB,Sabeco,Consumer,34.17,Risk Alert,Medium Risk,-8.54,-6.33,VNM,Vinamilk,48.42,Weak Signal,Low Risk,0.26,1.6,14.25,7.93,Moderate Opportunity Cost
2024Q1,SSI,SSI Securities,Securities,72.83,Positive Signal,Medium Risk,18.46,18.3,VCI,Vietcap Securities,65.83,Positive Signal,High Risk,27.19,30.45,-7.0,12.15,Moderate Opportunity Cost
2024Q1,SSI,SSI Securities,Securities,72.83,Positive Signal,Medium Risk,18.46,18.3,HCM,HSC Securities,63.0,Neutral,High Risk,19.42,29.51,-9.83,11.21,Moderate Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,-2.0,23.13,Moderate Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,-6.42,7.12,Moderate Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,-7.25,17.23,Moderate Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,-8.59,10.89,Moderate Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,-9.75,1.11,No Clear Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,-10.34,38.72,Moderate Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-10.67,-8.12,No Clear Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-14.09,-2.85,No Clear Opportunity Cost
2024Q1,STB,Sacombank,Banking,69.92,Positive Signal,Medium Risk,13.87,14.91,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-15.42,5.68,Moderate Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,10.34,-38.72,Moderate Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,8.34,-15.59,Low Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,3.92,-31.6,Low Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,3.09,-21.49,Low Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,1.75,-27.83,Low Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,0.59,-37.61,Low Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-0.33,-46.84,No Clear Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-3.75,-41.57,No Clear Opportunity Cost
2024Q1,TCB,Techcombank,Banking,59.58,Neutral,High Risk,48.15,53.63,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-5.08,-33.04,No Clear Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,14.09,2.85,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,12.09,25.98,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,7.67,9.97,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,6.84,20.08,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,5.5,13.74,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,VCB,Vietcombank,60.17,Neutral,Medium Risk,13.65,16.02,4.34,3.96,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,3.75,41.57,Moderate Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,3.42,-5.27,Low Opportunity Cost
2024Q1,TPB,TPBank,Banking,55.83,Neutral,Medium Risk,10.44,12.06,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-1.33,8.53,Moderate Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,STB,Sacombank,69.92,Positive Signal,Medium Risk,13.87,14.91,9.75,-1.11,Low Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,MBB,Military Bank,67.92,Positive Signal,Medium Risk,34.72,38.04,7.75,22.02,Moderate Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,ACB,ACB,63.5,Neutral,Medium Risk,16.58,22.03,3.33,6.01,Moderate Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,CTG,VietinBank,62.67,Neutral,Medium Risk,30.65,32.14,2.5,16.12,Moderate Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,HDB,HDBank,61.33,Neutral,Medium Risk,21.09,25.8,1.16,9.78,Moderate Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,TCB,Techcombank,59.58,Neutral,High Risk,48.15,53.63,-0.59,37.61,Moderate Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,VPB,VPBank,59.25,Neutral,Medium Risk,4.79,6.79,-0.92,-9.23,No Clear Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,TPB,TPBank,55.83,Neutral,Medium Risk,10.44,12.06,-4.34,-3.96,No Clear Opportunity Cost
2024Q1,VCB,Vietcombank,Banking,60.17,Neutral,Medium Risk,13.65,16.02,BID,BIDV,54.5,Neutral,Medium Risk,21.17,20.59,-5.67,4.57,Moderate Opportunity Cost
2024Q1,VCI,Vietcap Securities,Securities,65.83,Positive Signal,High Risk,27.19,30.45,SSI,SSI Securities,72.83,Positive Signal,Medium Risk,18.46,18.3,7.0,-12.15,Low Opportunity Cost
2024Q1,VCI,Vietcap Securities,Securities,65.83,Positive Signal,High Risk,27.19,30.45,HCM,HSC Securities,63.0,Neutral,High Risk,19.42,29.51,-2.83,-0.94,No Clear Opportunity Cost
2024Q1,VHM,Vinhomes,Real Estate,52.92,Neutral,Medium Risk,-0.36,3.98,KDH,Khang Dien House,62.0,Neutral,Medium Risk,22.51,24.76,9.08,20.78,Moderate Opportunity Cost
2024Q1,VHM,Vinhomes,Real Estate,52.92,Neutral,Medium Risk,-0.36,3.98,VRE,Vincom Retail,49.42,Weak Signal,High Risk,11.92,10.49,-3.5,6.51,Moderate Opportunity Cost
2024Q1,VHM,Vinhomes,Real Estate,52.92,Neutral,Medium Risk,-0.36,3.98,VIC,Vingroup,45.58,Weak Signal,Medium Risk,8.27,9.77,-7.34,5.79,Moderate Opportunity Cost
